tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
#IllRideWithYou: Sydney Stands Up To Racism And Bigotry With One Beautiful Hashtag http://t.co/oDMu7NcKIG http://t.co/Exn8kz7Sml,0.381,0.238,0.381,0.44132380952380956,0.7003,-0.8442,0.5106,0.08591568657596373,0.187,0.705,0.108,21,non-rumours
just heard about the wretched events going on in sydney.. seeing this hurts because there's just nothing you can do to help.. #PrayForSydney,0.389,0.389,0.222,0.32260000000000005,0.872,-0.4939,0.38155,0.08625532222222221,0.258,0.681,0.061,18,non-rumours
"I love that things like this end up trending worldwide!!! This is so beautiful ❤️ 
#illridewithyou http://t.co/3TZlFoX8id",0.833,0.083,0.083,0.5335916666666666,0.8297,-0.3182,0.6305000000000001,0.04653324076388889,0.496,0.494,0.010,12,non-rumours
"Indians : OMG OMG. Can't believe this. God is Cruel. #sydneysiege

Today, Bomb Blast in Imphal.
Indians: Where is Imphal?",0.250,0.562,0.188,0.22358125,0.6249,-0.7783,0.0165,0.08007943402343752,0.074,0.797,0.128,16,non-rumours
Thousands tweet declaring their solidarity with Muslims... #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/DRsCNjqt4y,0.400,0.300,0.300,0.31831,0.9136,-0.5473,0.25880000000000003,0.09799584289999999,0.183,0.682,0.136,10,non-rumours
Sending all my love to Sydney. Horrible situation... Stay safe everybody.,0.591,0.273,0.136,0.442809090909091,0.9274,-0.8473,0.5911500000000001,0.10998249355371899,0.413,0.499,0.088,22,non-rumours
Our hearts go out to the people of Australia and all those affected by the #SydneySiege.,0.250,0.250,0.500,0.39677500000000004,0.9112,-0.831,0.28795,0.11987445354166666,0.141,0.633,0.226,12,non-rumours
Everyone please read this #PrayForSydney #illridewithyou #sydneysiege http://t.co/wJQFgaU5rD,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
"Anticipating backlash, Australians start #illridewithyou campaign to support Muslims http://t.co/OwlpLBy32e http://t.co/G0ri6QlEW8",0.667,0.333,0.000,0.2693,0.5859,0.0,0.222,0.05833178,0.374,0.596,0.030,3,non-rumours
14 Dec: Australian Muslim youth handed out 2000 flowers and 3600 water bottles to ppl in sydney #illridewithyou http://t.co/22ikQczgnX,0.609,0.261,0.130,0.4259869565217392,0.9274,-0.903,0.4215,0.11050781939508504,0.273,0.663,0.064,23,non-rumours
#illridewithyou: Viral Aussie solidarity amid #SydneySiege Islamic State links http://t.co/UBuxbiXKDL http://t.co/VQCuWegDQh,0.000,0.118,0.882,0.4505058823529411,0.0,-0.9205,0.4364,0.07381341702422145,0.066,0.654,0.280,17,non-rumours
Australians tweet #illridewithyou to support Muslims fearing an anti-Islam backlash from the Sydney hostage siege http://t.co/sIu9ovm0l8,0.250,0.125,0.625,0.63815,0.9217,-0.9001,0.7618,0.10239263750000001,0.150,0.672,0.178,8,non-rumours
Stop racism now. Sydney is a beautiful multicultural city #illridewithyou Please share this for me and help Sydney. http://t.co/Q1GOTu4wvg,0.412,0.294,0.294,0.39210000000000006,0.8705,-0.8972,0.34,0.09987986588235293,0.186,0.666,0.148,17,non-rumours
"Hostage situation ongoing in Sydney business district.

UPDATES: http://t.co/PD7pVfU9pQ
LIVE: http://t.co/j1ljDbazOw http://t.co/Q3ECKnYfPV",0.000,0.000,1.000,0.6014666666666667,-0.296,-0.8176,0.6908,0.04933464888888889,0.084,0.493,0.423,3,non-rumours
Just found an explanation of the #illridewithyou hashtag that has came from the Sydney hostage situation- very moving http://t.co/St4BAEcqP0,0.556,0.333,0.111,0.4031222222222222,0.9554,-0.7906,0.4019,0.10914727283950615,0.250,0.697,0.053,9,non-rumours
.@statedeptspox: Our hearts and prayers go out to those who are being held hostage. #Sydney,0.333,0.333,0.333,0.3979111111111111,0.8636,-0.8221,0.452,0.10872987320987657,0.143,0.725,0.132,18,non-rumours
"#SydneySiege is likely being carried out by a 'lone wolf' with minimal links to organized terror groups, expert says http://t.co/mFayhCVfpy",0.150,0.250,0.600,0.5177799999999999,0.7063,-0.9336,0.61865,0.09900843659999999,0.067,0.694,0.239,20,non-rumours
"North East doesn't get reported because it's far off from main cities, editors argue. Guess Sydney is closer to India than Imphal.",0.375,0.500,0.125,0.1431875,0.4754,-0.296,0.05135,0.029225641093749997,0.132,0.847,0.021,8,non-rumours
"All my prayers are going to the hostages in Sydney..
And all not Muslims are terrorists..It's a religion of peace.",0.560,0.360,0.080,0.37052000000000007,0.8316,-0.9169,0.4199,0.10790984319999998,0.203,0.724,0.073,25,non-rumours
"Sydney Muslims say Thanks! 

#illridewithyou 
#sydneysiege 

Via @petergouldart http://t.co/8M8n68y563",0.273,0.182,0.545,0.48555000000000015,0.9081,-0.9569,0.55,0.09165709704545458,0.126,0.652,0.222,66,non-rumours
Such scary news from Sydney. Thoughts &amp; prayers go out to the hostages &amp; their family's. 🙏,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
In the 12 hours everyone has focused on the hostage situation in Sydney 40 more Americans died from gunshots. @MomsDemand #gunsense,0.333,0.127,0.540,0.4565190476190477,0.8402,-0.9412,0.4939,0.0918231872562358,0.143,0.652,0.205,63,non-rumours
"Morning 'concerned' Narendra Modi tweeted about Sydney Siege. Evening about his campaign. Blast in Manipur, 1 Dead, not worth a mention",0.150,0.300,0.550,0.30291999999999997,0.4588,-0.9136,0.26115,0.0769306766,0.072,0.804,0.124,20,non-rumours
The civilized world remains blindfolded.  #australia #hostages #ISIS #sydneysiege #illridewithyou http://t.co/vR90pMKLhD,0.455,0.455,0.091,0.2867454545454545,0.8367,-0.296,0.2003,0.09479343702479338,0.152,0.810,0.038,11,non-rumours
"I guess when police told the media not to name the gunman they actually meant ""please put his name and face on the front page""? #sydneysiege",0.333,0.238,0.429,0.30063333333333336,0.6124,-0.7149,0.296,0.058719605079365085,0.143,0.712,0.145,21,non-rumours
"#illridewithyou is the best thing to come out of the #sydneysiege 
http://t.co/Lq0VjkWreY http://t.co/QU3MKvUNV8",0.500,0.500,0.000,0.20095,0.4019,0.0,0.20095,0.040380902499999996,0.202,0.798,0.000,2,non-rumours
"Sydney hostage crisis: 5 people have escaped, Islamic flag displayed. Our live coverage: http://t.co/CDzl7chb9R http://t.co/mJZHKcJY9e",0.000,0.800,0.200,0.13799999999999998,0.0,-0.69,0.0,0.076176,0.000,0.926,0.074,5,non-rumours
Such scary news to hear about the #sydneysiege. Hoping everyone gets out safely. What a terrible man.,0.333,0.333,0.333,0.22401666666666664,0.6486,-0.4404,0.12755,0.05852359472222221,0.119,0.769,0.112,6,non-rumours
"Answer of #Australia to terrorism, imam, Rabbi and priest come together to pray for the hostages. #sydneysiege http://t.co/PUCWfkaCbR",0.429,0.429,0.143,0.19065714285714286,0.7003,-0.1796,0.128,0.05513324530612245,0.184,0.748,0.067,7,non-rumours
#illridewithyou trends globally amid fears of reprisal atacks over Sydney hostage standoff http://t.co/Up1pCWLqSo http://t.co/0XMGuycC8R,0.750,0.000,0.250,0.62725,0.9571,-0.4404,0.575,0.05031952249999999,0.375,0.520,0.105,4,non-rumours
"Instead of calling the Sydney cafe terrorist 'the terrorist',BBC is calling him 'the gunman'. Even after he showed his black terrorist flag.",0.316,0.158,0.526,0.41596315789473687,0.8519,-0.8689,0.4374,0.06285932969529084,0.107,0.717,0.176,19,non-rumours
BREAKING: Terrorist involved in Sydney siege is 50 year old Iranian known as 'Sheikh Haron'. http://t.co/XWcoXzvTcp,0.304,0.391,0.304,0.2698478260869566,0.7003,-0.9493,0.2263,0.08224910162570889,0.083,0.815,0.102,23,non-rumours
I BEAT THE FUCK OUT OF THAT FUCKING JABRONI IN THE AUSTRALIA #sydneysiege,0.333,0.333,0.333,0.33724666666666664,0.6696,-0.7579,0.3252,0.07309579448888888,0.122,0.765,0.114,15,non-rumours
#BREAKING: Australian police have named the suspect in the Sydney siege: Islamic leader Sheik Man Haron Monis http://t.co/yoFrfF1AHQ,0.312,0.250,0.438,0.35321875,0.3691,-0.8543,0.3612,0.061342265273437495,0.087,0.771,0.142,16,non-rumours
"JUST IN: Guman in #sydneysiege identified as Man Haron Monis, a radical Muslim cleric http://t.co/pA1lydElVU http://t.co/Z4QQlksTq4",0.444,0.111,0.444,0.4653555555555556,0.7003,-0.8683,0.4404,0.06501205802469136,0.121,0.732,0.147,9,non-rumours
"Suspect in Sydney cafe siege identified as Man Haron Monis, an Iranian granted asylum in Australia http://t.co/6Lrl9DEMXA",0.250,0.318,0.432,0.24643181818181817,0.5927,-0.9068,0.1089,0.07091600671487602,0.093,0.781,0.126,44,non-rumours
Why a hostage situation is neither the time nor place for selfies. #sydneysiege http://t.co/HuAR1JBrp2 http://t.co/UXnJUuSABn,0.111,0.444,0.444,0.2763944444444444,0.4926,-0.9182,0.24564999999999998,0.08436421941358024,0.061,0.760,0.178,18,non-rumours
"At least 5 dead as gunman goes on rampage in PA, suspect reportedly barricaded in a home http://t.co/aCLslANGxu http://t.co/H4Mhm1cyOm",0.353,0.176,0.471,0.36294117647058827,0.5267,-0.7579,0.4284,0.058092262422145324,0.109,0.724,0.167,17,non-rumours
"Pictured: Gunman Man Haron Monis, on bail over murder of ex-wife http://t.co/xheuclMCmj #sydneysiege http://t.co/32hYnLqV6J",0.211,0.368,0.421,0.3566315789473684,0.7506,-0.8225,0.34,0.10933830005540167,0.137,0.685,0.178,19,non-rumours
Australians use #IllRideWithYou hashtag in solidarity with Muslims during Sydney siege http://t.co/5h3kWfwnyL,0.522,0.217,0.261,0.42213478260869564,0.9253,-0.7071,0.4215,0.07170597879017013,0.244,0.617,0.139,23,non-rumours
"BREAKING: Sydney terror suspect is Iranian Shi'ite, claims to have 'converted to Islam' a week ago on website. http://t.co/6Z5k6OlIDg",0.237,0.184,0.579,0.38010263157894725,0.9457,-0.9138,0.3612,0.07655109762465369,0.132,0.638,0.230,38,non-rumours
"While all eyes on #sydneysiege - 5 shot dead in Philadelphia, in the much bigger acceptable terrorism of US gun crime http://t.co/9N4VUmhhml",0.263,0.105,0.632,0.5768684210526316,0.8074,-0.9442,0.7383,0.08637490900277009,0.134,0.631,0.235,38,non-rumours
Australian Muslim youth handed out 2000 flowers and 3600 water bottles to people in sydney #illridewithyou http://t.co/DDUknU9jqr,0.714,0.286,0.000,0.4606142857142857,0.9638,0.0,0.4588,0.11346126693877553,0.335,0.619,0.046,7,non-rumours
Australia's reaction to the #sydneysiege is magnificent. #illridewithyou http://t.co/Lq0VjkWreY http://t.co/7k7o55TkYE,0.389,0.389,0.222,0.3405555555555556,0.7804,-0.6908,0.41169999999999995,0.08320168469135804,0.211,0.687,0.102,18,non-rumours
"It's early Tuesday in Sydney, crisis in 16th hour, as authorities try to secure safe release of hostages http://t.co/Y62bZ2YYa5",0.278,0.278,0.444,0.41344444444444445,0.8957,-0.8807,0.45915,0.09317946469135802,0.119,0.738,0.142,18,non-rumours
"Man Haron Monis is believed to be the man behind the #sydneysiege, his former lawyer says likely he acted alone .http://t.co/aK7HPBjp7e",0.176,0.294,0.529,0.41593529411764707,0.5106,-0.8718,0.4805,0.09387774110726642,0.086,0.743,0.171,17,non-rumours
"#SydneySiege UPDATE: Gunman identified as local resident Man Monis, has police records http://t.co/6bXGBh0qHD http://t.co/3vw2bF1Ojo",0.263,0.421,0.316,0.329621052631579,0.8316,-0.8689,0.296,0.09880850692520772,0.166,0.736,0.098,19,non-rumours
"Man Haron Monis, named as the #sydneysiege gunman, may have a ""fetish for self-publicity"". http://t.co/UdkysqURCT http://t.co/vNDbnOkdt8",0.316,0.368,0.316,0.3201263157894737,0.7163,-0.9042,0.3182,0.09713567667590026,0.132,0.698,0.170,19,non-rumours
I'm not Australian but I'm so happy there are people like this in the world. #sydneysiege #illridewithyou http://t.co/ITJFzxmQ8Y,0.000,0.000,1.000,0.8435999999999999,-0.7424,-0.9448,0.8435999999999999,0.010241440000000001,0.128,0.321,0.551,2,non-rumours
Sending love Sydney. Stay patient..need everybody safe &amp; a peaceful resolution .  #illridewithyou,0.842,0.000,0.158,0.599957894736842,0.9323,-0.9332,0.6124,0.0682836234903047,0.347,0.542,0.111,19,non-rumours
A Muslim lady took off her scarf out of fear after the Sydney Siege &amp; is comforted by strangers. #illridewithyou http://t.co/JJbPhn0YKh,0.429,0.143,0.429,0.38991785714285715,0.6808,-0.7508,0.37995,0.05554654575255102,0.148,0.730,0.122,28,non-rumours
"Amid Sydney cafe siege, Australians use social media to offer to accompany fearful Muslims: http://t.co/Jx00MTgCqV",0.429,0.214,0.357,0.4819928571428571,0.8591,-0.7269,0.53805,0.08119204923469388,0.298,0.586,0.117,14,non-rumours
Respect to the people of Sydney for showing us that solidarity is the best way to deal with extremism #illridewithyou,0.333,0.400,0.267,0.3596333333333333,0.8402,-0.7901,0.4404,0.10274374488888888,0.146,0.754,0.100,15,non-rumours
#sydneysiege gunman identified by police as well-known Islamist cleric Sheikh Man Haron Monis http://t.co/X5paOdvHJh http://t.co/KF4jGtiwdb,0.000,0.455,0.545,0.35364545454545454,0.0,-0.9201,0.296,0.12276190975206615,0.024,0.718,0.258,11,non-rumours
"""I used to be a Rafidi."" |#Sydneysiege gunman is an Iranian-born cleric who converted from Shia to Sunni Islam. http://t.co/okVcujJsMS",0.105,0.737,0.158,0.1501,0.5562,-0.7707,0.0,0.07062266421052635,0.019,0.932,0.049,19,non-rumours
50 charges of sexual assault against Sydney hostage-taker http://t.co/gc9HbB5ZGa http://t.co/szVzntt8Mg,0.214,0.429,0.357,0.3246785714285715,0.6908,-0.8102,0.22355,0.10707932454081633,0.104,0.750,0.146,14,non-rumours
The Sydney attack gunman identified as Sheikh Man Haron Monis #SydneyCafeSiege #SydneySiege http://t.co/WUpPliupbK,0.211,0.474,0.316,0.24355263157894738,0.8299,-0.7177,0.0772,0.07725931617728533,0.083,0.740,0.177,19,non-rumours
"The fact that ""any religious loner could do this"" is exactly what ISIL aims to inspire, it's their modus operandi #SydneySiege",0.241,0.103,0.655,0.4676103448275862,0.7316,-0.8225,0.5106,0.06176851747919145,0.117,0.689,0.194,29,non-rumours
"BREAKING: Gunman alleged to have taken hostages in #sydneysiege identified as Man Haron Monis, official tells CNN http://t.co/VUVPPrKuDc",0.200,0.200,0.600,0.41952,0.4939,-0.802,0.4939,0.09025552560000001,0.070,0.795,0.135,5,non-rumours
"The man believed to be holding hostages in Sydney is Man Haron Monis, known as Sheikh Haron, source says http://t.co/6T7xVdcwdD",0.222,0.667,0.111,0.227,0.8074,-0.743,0.0,0.1092041688888889,0.109,0.863,0.028,9,non-rumours
Suspected jihadist in #Sydney standoff ID'd as Iranian sex offender as ordeal enters 15th hour http://t.co/WrPVZSJHlX http://t.co/dJuzEHM1hX,0.160,0.320,0.520,0.39673199999999986,0.6808,-0.9173,0.4939,0.11034121097600001,0.057,0.764,0.178,25,non-rumours
"Haron Monis,the true Muslim,who believes in Allah &amp; Muhammad,is terrorizing Sydney, murdered his ex-wife,committed multiple sexual assaults.",0.400,0.300,0.300,0.27833,0.7887,-0.34,0.24380000000000002,0.06638678910000002,0.178,0.743,0.078,20,non-rumours
The gunman is also holding 1.6 billion Muslims hostage. Islam is free from the crimes he's committing against innocents. #SydneySiege,0.333,0.333,0.333,0.32456666666666667,0.6476,-0.6908,0.3045,0.0963144322222222,0.060,0.846,0.094,6,non-rumours
#illridewithyou Australians rally against Islamophobia #sydneysiege http://t.co/FhzSoccp22 http://t.co/cX9lAlj52h,0.250,0.500,0.250,0.2786666666666666,0.8893,-0.8402,0.08795,0.11915958888888885,0.180,0.711,0.109,12,non-rumours
#illridewithyou Compassion of a nation will trump an individual's attempt at terror. #Australia #sydneysiege,0.688,0.250,0.062,0.4789125000000001,0.8779,-0.6705,0.58005,0.10048174609375,0.336,0.622,0.043,16,non-rumours
"US police needs to learn from Aussie police in dealing with crisis. Patience and negotiations, not shoot first think later #sydneysiege",0.350,0.350,0.300,0.26943500000000004,0.765,-0.7845,0.26580000000000004,0.061625930275,0.120,0.804,0.076,20,non-rumours
"SYDNEY ATTACK LATEST:
- 16th hour
- 5 people escaped

GUNMAN DEMANDS:
- Speak to PM
- ISIS flag

Claims he has 2 bombs with him &amp; 2 in city",0.000,0.800,0.200,0.1948,0.0,-0.9353,0.0,0.13730971600000003,0.018,0.852,0.130,5,non-rumours
BREAKING: Sydney hostage-taker believed to be self-styled Muslim cleric facing string of violent charges.,0.133,0.333,0.533,0.2957266666666667,0.7964,-0.6908,0.1531,0.08284916062222222,0.045,0.732,0.223,15,non-rumours
Who is Sheikh Man Haron Monis and why was he known to police and the media? #sydneysiege http://t.co/UdkysqURCT http://t.co/woKT9z9uQQ,0.238,0.429,0.333,0.3310761904761905,0.816,-0.9049,0.4003,0.09936947419501133,0.075,0.824,0.101,21,non-rumours
The truth is the Sydney man holding Hostages is not just putting the people in the cafe in danger but the Whole Ummah in Australia &amp; Outside,0.083,0.167,0.750,0.42234166666666667,0.4939,-0.8779,0.4939,0.07389652909722222,0.044,0.702,0.254,12,non-rumours
"Beautiful: Sydney stands up to racism &amp; bigotry with one hashtag: #illridewithyou 
(Via @LotteLeicht1)
http://t.co/lOigD7tMh2",0.667,0.167,0.167,0.5478333333333333,0.9723,-0.6249,0.6799999999999999,0.1419128722222222,0.299,0.661,0.040,6,non-rumours
All my thoughts &amp; prayers are with the people of Sydney.,0.444,0.333,0.222,0.36414444444444444,0.5859,-0.743,0.4588,0.07704799580246914,0.227,0.667,0.106,9,non-rumours
"Name of #sydneysiege gunman has been revealed-a man w/violent history of 50 sexual assault charges &amp; on bail, charged w/murder of ex wife.",0.323,0.290,0.387,0.3268774193548387,0.8074,-0.9452,0.34,0.08034892432882416,0.121,0.766,0.113,31,non-rumours
Reports: Alleged Sydney hostage taker was charged as accessory to ex-wife's murder http://t.co/6T7xVdcwdD http://t.co/EdqjZdgxMM,0.233,0.283,0.483,0.38603666666666664,0.7959,-0.9547,0.3612,0.0988179996555555,0.077,0.774,0.149,60,non-rumours
"UPDATE: Jihadist in #Sydney standoff identified as Iranian sex assault, murder suspect: http://t.co/WrPVZSJHlX http://t.co/VUxUwzj0FZ",0.353,0.118,0.529,0.5542529411764706,0.5423,-0.9422,0.5423,0.10319038719723185,0.097,0.641,0.262,17,non-rumours
"So #sydneysiege gunman turns out to be a self styled Godman,a lunatic with interests in numerology, black magic and cases of sexual assault",0.304,0.482,0.214,0.27427142857142855,0.7817,-0.9062,0.1279,0.09368968882653064,0.106,0.809,0.084,56,non-rumours
